date,petro,petro_brent,petro_dubai,petro_texas,cambio,ipca
2020M6,39.750909091,40.860455,40.068636,38.323636,"5,195995",5325.46
2020M7,42.259130435,43.295652,42.533913,40.947826,"5,279596",5344.6300000000001
2020M8,43.803492063,45.081429,43.917143,42.411905,"5,460633",5357.46
2020M9,41.031212121,41.926818,41.373182,39.793636,"5,398881",5391.75
2020M10,40.626969697,41.606818,40.814545,39.459545,"5,625190",5438.1199999999999
2020M11,43.079682540,44.050000,43.473810,41.715238,"5,417235",5486.5200000000004
2020M12,49.329275362,50.376957,49.626957,47.983913,"5,144945",5560.5900000000001
2021M1,54.266825397,55.224762,54.646667,52.929048,"5,355600",5574.4899999999998
2021M2,61.227333333,62.362500,61.250500,60.069000,"5,415894",5622.4300000000003
2021M3,64.337536232,65.796087,64.287826,62.928696,"5,645548",5674.7200000000003
2021M4,63.623787879,65.531818,63.128636,62.210909,"5,561535",5692.3100000000004
2021M5,66.726666667,68.375238,66.350000,65.454762,"5,290448",5739.5600000000004
2021M6,72.099696970,73.512727,71.303636,71.482727,"5,031305",5769.9799999999996
2021M7,73.005909091,74.403182,72.136818,72.477727,"5,156027",5825.3699999999999
2021M8,69.080151515,70.588182,68.731364,67.920909,"5,251123",5876.0500000000002
2021M9,73.188030303,74.749545,72.758182,72.056364,"5,279090",5944.21
2021M10,82.360793651,83.865238,81.437143,81.780000,"5,539375",6018.5100000000002
2021M11,79.665151515,80.890455,78.657727,79.447273,"5,556260",6075.6899999999996
2021M12,73.401449275,74.678261,72.847826,72.678261,"5,650604",6120.04
2022M1,84.509523810,85.622381,83.450952,84.455238,"5,533505",6153.0900000000001
2022M2,92.845666667,94.267000,91.525000,92.745000,"5,195979",6215.2399999999998
2022M3,109.960144928,112.440000,107.587826,109.852609,"4,967782",6315.9300000000003
2022M4,103.897460317,106.155714,102.755238,102.781429,"4,757416",6382.8800000000001
2022M5,110.208484848,112.113636,107.861364,110.650455,"4,954450",6412.8800000000001
2022M6,115.067121212,117.692727,111.859545,115.649091,"5,048610",6455.8500000000004
2022M7,103.102063492,105.252857,100.318571,103.734762,"5,367476",6411.9499999999998
